title,project,issue_type
"Get All Classes by a Package Name",guava,ENHANCEMENT
"Run PackageSanityTests externally",guava,ENHANCEMENT
"Futures methods with overloads for Java 8 types",guava,ENHANCEMENT
"Implement the indexOf method of the CartesianList",guava,ENHANCEMENT
"Build with javac-with-errorprone",guava,ENHANCEMENT
"Test setValue(null) (both success and failure cases)",guava,ENHANCEMENT
"Allow SimpleTimeLimiter take an Executor",guava,ENHANCEMENT
"EnumMaps#forAllKeys",guava,ENHANCEMENT
"NullPointerTester passes null for @Nullable parameters: feature or misfeature?",guava,ENHANCEMENT
"Iterators.MergingIterator doesn't preserve laziness of incoming iterators",guava,ENHANCEMENT
"Futures.allAsList/successfulAsList could probably allocate less garbage",guava,ENHANCEMENT
"MoreExecutors.listeningDecorator should probably call submit() so that it gets a cancel()-able delegate back, and it should return a Future that cancel()s the underlying delegate Future",guava,ENHANCEMENT
"Reducing redundant & simple subscribers for simple reference-change events",guava,ENHANCEMENT
"Tests for removal from KNOWN_ORDER collections",guava,ENHANCEMENT
"ImmutableMap::of should accept more entries",guava,ENHANCEMENT
"Make FluentIterable.from covariant in E",guava,ENHANCEMENT
"Make the execution of {Async,}Function.apply by {transform,catching}{,Async} interruptible",guava,ENHANCEMENT
"Apply @ForOverride annotation once it's released in an error-prone annotations artifact",guava,ENHANCEMENT
"Two-way conversion between Range and String (e.g. aids GSON)",guava,ENHANCEMENT
"MapSplitter should ignore key-value separator after first",guava,ENHANCEMENT
"Should toStringHelper(Class|Object) use simple name or canonical name (or either)?",guava,ENHANCEMENT
"Performance tweak for CharSink.write(CharSequence) and related methods",guava,ENHANCEMENT
"missing functionality in CacheStats",guava,ENHANCEMENT
"Probable EventBus memory leak when shared class loader used",guava,ENHANCEMENT
"Add Debounce and Throttle to Guava?",guava,ENHANCEMENT
"Support for partially random expiration",guava,ENHANCEMENT
"Improved nullability annotations",guava,ENHANCEMENT
"Add abstract support superclasses for NavigableSet, NavigableMap",guava,ENHANCEMENT
"add indexOf to all immutable Set/collection",guava,ENHANCEMENT
"Case Formatter handling of accronym from camel Case",guava,ENHANCEMENT
"Canonical form of RangeSets<A> involving A's max value is problematic",guava,ENHANCEMENT
"CharSink#openBufferedStream() should return a BufferedStream",guava,ENHANCEMENT
"RateLimiter that provide fairness guarantees",guava,ENHANCEMENT
"Consider alternative to EventBus's re-entrant event queueing strategy",guava,ENHANCEMENT
"Perhaps MoreExecutors.shutdownAndAwaitTermination() should return the unexecuted tasks",guava,ENHANCEMENT
"MediaType isn't lenient enough for real-world media types",guava,ENHANCEMENT
"Range.OfXX, where XX is a primitive type?",guava,ENHANCEMENT
"let @VisibleForTesting tells original visibility of annotated element",guava,ENHANCEMENT
"MapMakerInternalMap potential performance improvement?",guava,ENHANCEMENT
"Rename Files to not conflict with java.nio.file.Files",guava,ENHANCEMENT
"add a GWT serializer for the Range class",guava,ENHANCEMENT
"Make Files.newReader() etc. more defensive against possible exceptions",guava,ENHANCEMENT
"CaseFormatter's Best Effort Is Nondeterministic",guava,ENHANCEMENT
"Add factory method to RateLimiter to allow setting maxBurstSeconds",guava,ENHANCEMENT
"Figure out how to make forwarding collections less bug-prone and easier to use",guava,ENHANCEMENT
"Unit Test CacheBuilder/Cache's configured values (expireAfterAccess and maximumSize)",guava,ENHANCEMENT
"Stop special-casing UndeclaredThrowableException in Futures.transform()",guava,ENHANCEMENT
"SimpleTimeLimiter",guava,ENHANCEMENT
"Add support for the base32 alphabet Douglas Crockford produced",guava,ENHANCEMENT
"It's easy to forget to call EqualsTester.testEquals()",guava,ENHANCEMENT
"Settle on an interface for Futures.allAsList/successfulAsList (and Google-internal allAsMap/successfulAsMap)",guava,ENHANCEMENT
"AsyncEventBus: @AllowConcurrentEvents doesn't work with a (cglib) proxy",guava,ENHANCEMENT
"Make Futures.preferringStrings newWithCause more robust",guava,ENHANCEMENT
"Feature request: add support for transforming a tuple of futures into a single future",guava,ENHANCEMENT
"Feature Request: add logging to ServiceManager.stopAsync",guava,ENHANCEMENT
"Add omitEmpty collections to toStringHelper?",guava,ENHANCEMENT
"add Splitter.retainDelimiters() to retain delimiter after spliting",guava,ENHANCEMENT
"Add method to decrement permits in RateLimiter",guava,ENHANCEMENT
"TypeToken.rejectTypeVariables",guava,ENHANCEMENT
"Add 'register(Object listener, Executor listenerCaller)' to AsyncEventBus",guava,ENHANCEMENT
"Make EventBus subclass friendly",guava,ENHANCEMENT
"Interners should allow more inspection",guava,ENHANCEMENT
"Interners class should offer initialCapacity constructors",guava,ENHANCEMENT
"ByteArrayDataInput should also encompass methods from ByteArrayInputStream - available()I",guava,ENHANCEMENT
"New public suffixes for InternetDomainName sometime after April 23",guava,ENHANCEMENT
"Consider adding PrimitiveSink#putLongs(long[]) #putDoubles(double[]) etc.",guava,ENHANCEMENT
"Closer could support suppressed exceptions",guava,ENHANCEMENT
"Make LineBuffer more visible",guava,ENHANCEMENT
"Refresh proactively as part of periodic cache maintenance?",guava,ENHANCEMENT
"It should be an error for refreshAfterWrite >= expireAfterWrite",guava,ENHANCEMENT
"Consider refactoring CharMatcher to use static factory methods instead of static constants",guava,ENHANCEMENT
"Incompatible change to Byte/LineProcessor",guava,ENHANCEMENT
"Drop or improve support for Channels",guava,ENHANCEMENT
"Concurrent LIRS cache implementation",guava,ENHANCEMENT
"post to asynceventbus don't work with persistence",guava,ENHANCEMENT
"Request additional functionality for CacheBuilder.from(String spec)",guava,ENHANCEMENT
"Support a Least Frequently Used (LFU) based cache evictions ",guava,ENHANCEMENT
"LineBuffer only treats \r, \n and \r\n as line separators",guava,ENHANCEMENT
"BloomFilter should have an asPredicate() view",guava,ENHANCEMENT
"FluentIterable.toString should delegate to the wrapped Iterable",guava,ENHANCEMENT
"Add SafeVarargs annotations",guava,ENHANCEMENT
"Allow custom handler finding strategy in event bus",guava,ENHANCEMENT
"Remove raw types support",guava,ENHANCEMENT
"add ability to create Inet6Address from ipv4-mapped ipv6 address",guava,ENHANCEMENT
"Request to make Joiner serializable",guava,ENHANCEMENT
"CharMatcher - @Beta removal request",guava,ENHANCEMENT
"Allow to pass a custom base directory to `Files.createTempDir`",guava,ENHANCEMENT
"FileBackedOutputStream: Add possibility to customize name of temporary file",guava,ENHANCEMENT
"Add volatile semantics to the count of CountingInput(Output)Stream",guava,ENHANCEMENT
"ExpiringMemoizingSupplier: value expires too soon if delegate.get() very slow",guava,ENHANCEMENT
"Event Bus Ordering of Listeners",guava,ENHANCEMENT
"Make more collections GWT-serializable",guava,ENHANCEMENT
"Knowing if an object was registered in the EventBus",guava,ENHANCEMENT
"Add isInternetDomainName and isInternetAddress to HostSpecifier",guava,ENHANCEMENT
"Add escape functionality to Joiner and Splitter",guava,ENHANCEMENT
"Giving anonymous inner classes a name",guava,ENHANCEMENT
"Objects.firstNonNull() Var Args",guava,ENHANCEMENT
"Add Interner#size()",guava,ENHANCEMENT
"GWT serialization checklist",guava,ENHANCEMENT
"Serialization Refactoring Support",guava,ENHANCEMENT
"Allow pre-sizing for appropriate ImmutableCollection builders",guava,ENHANCEMENT
"Expand our EditorConfig rules",Nancy,ENHANCEMENT
"Publish symbols using SourceLink",Nancy,ENHANCEMENT
"DependencyContextAssemblyCatalog's methods to virtual",Nancy,ENHANCEMENT
"Improve the Before and After hook syntax and capabilities",Nancy,ENHANCEMENT
"Nancy 2.0.0-clinteastwood feedback ",Nancy,ENHANCEMENT
"Update testing infrastructure",Nancy,ENHANCEMENT
"Migrate remaining projects to support netstandard 1.6",Nancy,ENHANCEMENT
"Async all the things",Nancy,ENHANCEMENT
"Duplicate SimpleJson.cs",Nancy,ENHANCEMENT
"Provide IssueLogEventListener",okhttp,ENHANCEMENT
"[Feature Request] Non-Blocking Async Interceptors for Async calls",okhttp,ENHANCEMENT
"Transparent support for Brotli content-encoding.",okhttp,ENHANCEMENT
"Parse and expose mediatypes parameters",okhttp,ENHANCEMENT
"OkHttp strict mode",okhttp,ENHANCEMENT
"Adding QUIC entry to Protocol enum",okhttp,ENHANCEMENT
"Support 103 Early Hints",okhttp,ENHANCEMENT
"Body logging breaks program flow when streams are used.",okhttp,ENHANCEMENT
"MockWebServer hangs for 5 seconds upon shutdown",okhttp,ENHANCEMENT
"Fatal Exception: java.util.concurrent.RejectedExecutionException",okhttp,ENHANCEMENT
"Feature Request: Multipart Response",okhttp,ENHANCEMENT
"Revisit Call.cancel() code path that closes connection directly.",okhttp,ENHANCEMENT
"Distinguish between connect timeout and read timeout",okhttp,ENHANCEMENT
"New API: WebSocket.flush() to await an empty queue",okhttp,ENHANCEMENT
"Network calls hang after coming back online after being offline",okhttp,ENHANCEMENT
"Ping to keep HTTP/2 connections alive",okhttp,ENHANCEMENT
"HTTP/2 without ALPN boot jar",okhttp,ENHANCEMENT
"Fail the WebSocket if a pong isnâ€™t received within some reasonable period",okhttp,ENHANCEMENT
"Support HSTS",okhttp,ENHANCEMENT
"Public API for toHumanReadableAscii(String) ?",okhttp,ENHANCEMENT
"why not support 307 post REDIRECT",okhttp,ENHANCEMENT
"DNS over TLS",okhttp,ENHANCEMENT
"no-cache="field-name" is not handled",okhttp,ENHANCEMENT
"Certificate pinning should accept an expiration date",okhttp,ENHANCEMENT
"Make it easy to write WebSocket tests with MockWebServer",okhttp,ENHANCEMENT
"Provide our own CookieJar implementation",okhttp,ENHANCEMENT
"Reconsider which methods & status codes redirect",okhttp,ENHANCEMENT
"[Feature request] - Whole operation timeout",okhttp,ENHANCEMENT
"[Improvement] Add params to Challenge",okhttp,ENHANCEMENT
"DiskLruCache2",okhttp,ENHANCEMENT
"Call setEndpointIdentificationAlgorithm() once Android API 24 is our minimum",okhttp,ENHANCEMENT
"Move MockWebServer TestRule implementation",okhttp,ENHANCEMENT
"[feature request] persistent storage similar to Cache",okhttp,ENHANCEMENT
"Allow resizing request cache",okhttp,ENHANCEMENT
"Preemptive proxy authentication",okhttp,ENHANCEMENT
"Authentication for SOCKS5 proxy?",okhttp,ENHANCEMENT
"Consider permessage-deflate extension for WebSocket",okhttp,ENHANCEMENT
"Support Link-Local IPv6 with Scope in URLs",okhttp,ENHANCEMENT
"Flexible Cache / Caching Policy",okhttp,ENHANCEMENT
"Tune connection pool behavior: timeouts, limits + connection selection",okhttp,ENHANCEMENT
"Possible enhancement: Allow setting request priorities",okhttp,ENHANCEMENT
"HTTP Alternative Services",okhttp,ENHANCEMENT
"Explore Mock OkHttpClient Testing Implementation",okhttp,ENHANCEMENT
"Support stale-if-error, stale-while-revalidate",okhttp,ENHANCEMENT
"Support â€œHTTPâ€? URIs (HTTP Upgrade mechanism) ",okhttp,ENHANCEMENT
"Handling of early 403 FORBIDDEN with Connection: close whilst streaming",okhttp,ENHANCEMENT
"Http/2 frame size is 2 KiB.",okhttp,ENHANCEMENT
"RFC2616 is Dead",okhttp,ENHANCEMENT
"QUIC support",okhttp,ENHANCEMENT
"Spy on MockWebServer",okhttp,ENHANCEMENT
"Add socket-wide timeouts for HTTP/2",okhttp,ENHANCEMENT
"Media range matching",okhttp,ENHANCEMENT
"Detect competing access to DiskLruCache; explode",okhttp,ENHANCEMENT
"Fancy Joining and Canceling",okhttp,ENHANCEMENT
"Happy Eyeballs",okhttp,ENHANCEMENT
"HTTP/2 nonblocking backend",okhttp,ENHANCEMENT
"Stream priority: expose it & honor it",okhttp,ENHANCEMENT
"Multiple cooperating processes on the response cache",okhttp,ENHANCEMENT
"Analytics API",okhttp,ENHANCEMENT
"Support custom HTTP methods with bodies.",okhttp,ENHANCEMENT
"Domain name lookup doesn't support cancel or timeout",okhttp,ENHANCEMENT
"Invoke-RestMethod should support throttling for following rellinks",PowerShell,ENHANCEMENT
"Add "None" option to Get-Date -DisplayHint",PowerShell,ENHANCEMENT
"WebCmdlets should support retry",PowerShell,ENHANCEMENT
"Invoke-WebRequest should have a curl style -Verbose switch to display full server response",PowerShell,ENHANCEMENT
"Original Response Body Unattainable from Web Cmdltes on Non-Success Status Codes",PowerShell,ENHANCEMENT
"Tab completion should return XML documentation for tooltips",PowerShell,ENHANCEMENT
"[System.Management.Automation.ProviderInfo] (returned by Get-PSProvider) should contain path-separator information",PowerShell,ENHANCEMENT
"WebCmdlets should read the encoding of Content-Type application/json per RFC",PowerShell,ENHANCEMENT
"Suggest modules to install from psgallery for cmdlets not found",PowerShell,ENHANCEMENT
"Set-Service -Status Stopped should not prevent stopping of services without dependents only because they depend on others",PowerShell,ENHANCEMENT
"Web Cmdltes Lack FTP Support",PowerShell,ENHANCEMENT
"Region tags break comment help",PowerShell,ENHANCEMENT
"Invoke-Command should have a -Timeout parameter",PowerShell,ENHANCEMENT
"Receive-Job should have a -Timeout parameter to complement -Wait",PowerShell,ENHANCEMENT
"Add Import-LocalizedStringData cmdlet",PowerShell,ENHANCEMENT
"Tab completion should not replace ~ or variables",PowerShell,ENHANCEMENT
"Start-Process should support timeout",PowerShell,ENHANCEMENT
"Start-Process should support redirecting to variable names or stream objects",PowerShell,ENHANCEMENT
"Parameters Should Support Mutual Exclusion Natively",PowerShell,ENHANCEMENT
"Enhancement: Ability to invoke generic methods with explicit type parameters when PowerShell cannot figure out <T> from the context",PowerShell,ENHANCEMENT
"Feature request: cmdlet to manage Local Policies",PowerShell,ENHANCEMENT
"Add `use static <class>` usage to allow static member access in PowerShell",PowerShell,ENHANCEMENT
"[Proposal] Set-AuthenticodeSignature add timestamp hash algorithm parameter",PowerShell,ENHANCEMENT
"Automatic -PSSession parameter ",PowerShell,ENHANCEMENT
"Feature: Windows Installer to offer option of context menu to open PowerShell in explorer",PowerShell,ENHANCEMENT
"Perf improvements to Providers",PowerShell,ENHANCEMENT
"Enhance PowerShell full command line help",PowerShell,ENHANCEMENT
"Add support for brotli compression to Web Cmdeltes",PowerShell,ENHANCEMENT
"PowerShell Module to script against hardware on Raspberry-Pi",PowerShell,ENHANCEMENT
"Allow per-connection remote server certificate validation",PowerShell,ENHANCEMENT
"PSEdit support from non-ISE PowerShell sessions",PowerShell,ENHANCEMENT
"Restart-Computer and Stop-Computer should take custom message like shutdown.exe",PowerShell,ENHANCEMENT
"Option types?",PowerShell,ENHANCEMENT
"Enumerate and run installed PowerShell versions",PowerShell,ENHANCEMENT
"Missing parity with legacy Netdom.exe Computername",PowerShell,ENHANCEMENT
"Add a property to [System.Management.Automation.ErrorRecord] to distinguish error types (non-terminating, statement-terminating, script-terminating)",PowerShell,ENHANCEMENT
"Enhance the -split operator with negative maximum token counts to split from the end",PowerShell,ENHANCEMENT
"Start work on a security guidelines document",PowerShell,ENHANCEMENT
"Request: partial names of operators work how partial names of parameters work - if the text is long enough to be unique, it works, otherwise it fails",PowerShell,ENHANCEMENT
"Suggestion: make it easier to discover which cmdlet parameters accept wildcard patterns, via the syntax diagram",PowerShell,ENHANCEMENT
"Add Pull verb",PowerShell,ENHANCEMENT
"WebClient needs to expose the timeout property (or improve Invoke-WebRequest implementation) when downloading large files ",PowerShell,ENHANCEMENT
"Start-Process -UseNewEnvironment provides an environment that is missing crucial standard environment variables while not supporting passing a new environment",PowerShell,ENHANCEMENT
"Get-Credential does not work for smart cards with multiple certificates.",PowerShell,ENHANCEMENT
"Get-Location -Stack should return an array of path infos ( [System.Management.Automation.PathInfo[]]) rather than a scalar stack object [System.Management.Automation.PathInfoStack]",PowerShell,ENHANCEMENT
"ValueFromRemainingArguments parameters are not reflected as such in syntax diagrams",PowerShell,ENHANCEMENT
"Need straightforward way to honor the caller's preference-variable values in functions defined in script modules",PowerShell,ENHANCEMENT
"Add Support for Registering a Separate Instance of PowerShell Core for Remoting",PowerShell,ENHANCEMENT
"Consider introducing an automatic variable such as $LASTJOB that reflects the last background job started with & (Start-Job)",PowerShell,ENHANCEMENT
"Dynamically Generated TPA List for pwrshplugin.dll",PowerShell,ENHANCEMENT
"Add LengthOnDisk property to FileInfo for sparse files",PowerShell,ENHANCEMENT
"Enhance ValidateRange attributes",PowerShell,ENHANCEMENT
"Improving the discoverability of PowerShell variables",PowerShell,ENHANCEMENT
"Support -Breakpoint parameter to Start-Job to enable easier debugging of jobs without modifying the job script",PowerShell,ENHANCEMENT
"Suggestion: Add redirection syntax that allows in-memory collection of stderr lines output by external utilities, akin to the -ErrorVariable common parameter",PowerShell,ENHANCEMENT
"Suggestion: Improve Compare-Object by adding set operations (union, intersection, symmetric difference, relative complement)",PowerShell,ENHANCEMENT
"Enable pluggable 2FA",PowerShell,ENHANCEMENT
"Start-Job needs a -WorkingDirectory parameter",PowerShell,ENHANCEMENT
"Suggestion: support Bash-style brace expansions",PowerShell,ENHANCEMENT
"Suggestion: support Bash-style process substitutions",PowerShell,ENHANCEMENT
"Add a callback API to support a way to pass in credentials rather than prompting",PowerShell,ENHANCEMENT
"Test-Json cmdlet (JSON lint/validator)",PowerShell,ENHANCEMENT
"Scriptblocks serialized to Clixml are deserialized as strings",PowerShell,ENHANCEMENT
"Add ability to create a temporary file with a specific extension to New-TemporaryFile",PowerShell,ENHANCEMENT
"Add Runtime (Timespan) property to Microsoft.PowerShell.Commands.HistoryInfo",PowerShell,ENHANCEMENT
"Request: Allow runspaces to access "shared" pre-loaded modules.",PowerShell,ENHANCEMENT
"Suggestion: extend the -? parameter syntax to ask for more detailed help on demand, as a Get-Help shortcut",PowerShell,ENHANCEMENT
"Suggestion: make it easier to discover which cmdlet parameters accept pipeline input, via the syntax diagram",PowerShell,ENHANCEMENT
"We need enhance -Include/-Exclude to support wildcards",PowerShell,ENHANCEMENT
"Refactor `InternalSymbolicLinkLinkCodeMethods` to consolidate Unix/Windows implementations at one place",PowerShell,ENHANCEMENT
"Make it easier to do integer arithmetic with overflow",PowerShell,ENHANCEMENT
"New syntax: Enable splatting for class instantiations and method calls",PowerShell,ENHANCEMENT
"Suggestion: Allow a .psd1 to have a schema so that validation and intellisense can be done",PowerShell,ENHANCEMENT
"Add a new parameter to Get-Counter to quickly capture instantaneous raw data",PowerShell,ENHANCEMENT
"Get-PFXCertificate does not support -Password like Import-PFXCertificate",PowerShell,ENHANCEMENT
"Enable console GUIs with PowerShell",PowerShell,ENHANCEMENT
"Create cross-platform tests for Send-MailMessage",PowerShell,ENHANCEMENT
"Get-Help <cmdlet> -Path $null shows provider-specific help",PowerShell,ENHANCEMENT
"Refactor the Get-Content tests to use -TestCases",PowerShell,ENHANCEMENT
"Need to add logging to understand failures Import-Counter.Tests.ps1",PowerShell,ENHANCEMENT
"Export-CliXml shouldn't require writing to a file",PowerShell,ENHANCEMENT
"Feature Request: Add conditional colorization to Format-Table command",PowerShell,ENHANCEMENT
"Enable/Disable-PSRemoting for Linux",PowerShell,ENHANCEMENT
"Improve type inference for IndexExpressionAst",PowerShell,ENHANCEMENT
"Add parameter -Delimiter to Set-Content, Out-File, Out-String to complement Get-Content -Delimiter",PowerShell,ENHANCEMENT
"Certificate provider should be able to filter on `DocumentEncryptionCert`",PowerShell,ENHANCEMENT
"Enable custom completers to complete hashtable parameters",PowerShell,ENHANCEMENT
"Get-Help should provide a way for the users to display specific help item when there are duplicate",PowerShell,ENHANCEMENT
"Add `Get-Content -Wait` capabilities to PowerShell web cmdlets",PowerShell,ENHANCEMENT
"Windows PowerShell will not launch from Core PowerShell when remoting into Windows over SSH",PowerShell,ENHANCEMENT
"Allow user code to stop a pipeline on demand / to terminate upstream cmdlets.",PowerShell,ENHANCEMENT
"Add internal only support for ScopeItemOption settings in 'AliasAttribute'",PowerShell,ENHANCEMENT
"CTRL+D shortcut should produce a new line",PowerShell,ENHANCEMENT
"Attribute may silently crash",PowerShell,ENHANCEMENT
"Why do handled exceptions show in ErrorVariable?",PowerShell,ENHANCEMENT
"Support localization of custom error messages for parameter validation attributes",PowerShell,ENHANCEMENT
"PowerShell binaries in zip pkg should be signed",PowerShell,ENHANCEMENT
"Add support for OS check to the #requires statement",PowerShell,ENHANCEMENT
"Provide overview of engine design",PowerShell,ENHANCEMENT
"Set-AuthenticodeSignature should support Key Vault certificates",PowerShell,ENHANCEMENT
"the combination of description and testname should be unique across our tests",PowerShell,ENHANCEMENT
"PowerShell should not depend on environment variables ",PowerShell,ENHANCEMENT
"Improve error message: Cannot find an overload for "<MethodName>" and the argument count: "<Count>".",PowerShell,ENHANCEMENT
"Consider using the native C fnmatch(3) and glob (3) APIs for PowerShell command globbing on UNIX ",PowerShell,ENHANCEMENT
"Suggestion: Add an $ErrorView option that displays concise, single-line error information and consider making that the default - default formatting of ErrorRecord",PowerShell,ENHANCEMENT
"Defining a PowerShell class in a script causes a parser error if the class references external types that aren't currently loaded",PowerShell,ENHANCEMENT
"Enabling process start with other priority than normal",PowerShell,ENHANCEMENT
"Get/Set-Clipboard command missing from PowerShell Core Edition on Mac",PowerShell,ENHANCEMENT
"Implement Enable-SSHRemoting cmdlet",PowerShell,ENHANCEMENT
"Enable color themes to improve contrast for accessibility",PowerShell,ENHANCEMENT
"Need a way to bring back legacy Windows aliases for consistent experience",PowerShell,ENHANCEMENT
"Publish runtime 6.0 assemblies to Nuget",PowerShell,ENHANCEMENT
"Get-Random unexpectedly outputs [double] values with various integer types",PowerShell,ENHANCEMENT
"PowerShell core on Linux - Get-Service should mimic linux "service" command.",PowerShell,ENHANCEMENT
"New Bash Installer",PowerShell,ENHANCEMENT
"Ctrl+C does not take effect while cd [tab] ",PowerShell,ENHANCEMENT
"Add Where-Object -Not support",PowerShell,ENHANCEMENT
"Get-Credential should pop a GUI on Windows if/when available",PowerShell,ENHANCEMENT
"Add suspicious obfuscated scripts to PowerShell automatic ScriptBlock logging",PowerShell,ENHANCEMENT
"Implicit creation of preference variables in descendant scopes should be appropriately type-constrained, as in the global scope / according to the definition of the preference variable",PowerShell,ENHANCEMENT
"Need a way to detect output goes to a file instead of the console",PowerShell,ENHANCEMENT
"Get path to a temporary directory",PowerShell,ENHANCEMENT
"Write RFC for SemanticVersion work",PowerShell,ENHANCEMENT
"Setup and run Markdown validation tests in build.psm1 for dev machine",PowerShell,ENHANCEMENT
"Add support for SLES 12",PowerShell,ENHANCEMENT
"Invocation operator should provide descriptive error message, when no command supplied",PowerShell,ENHANCEMENT
"Sort is incorrect for strings containing the '-' character",PowerShell,ENHANCEMENT
"Equivalent of bash `set -e`",PowerShell,ENHANCEMENT
"Interactive remote session should support file transfer",PowerShell,ENHANCEMENT
"Make isTranscribing internal bool accessible to the end user",PowerShell,ENHANCEMENT
"Format-Hex should have Count and Offset parameters",PowerShell,ENHANCEMENT
"Tab completion don't work for $error",PowerShell,ENHANCEMENT
"Trace-Command quietly ignores nonexistent trace sources",PowerShell,ENHANCEMENT
"Format-Hex should support all primitive types (including enums) and arrays of these types - instead of this random assortment.",PowerShell,ENHANCEMENT
"Get-Alias doesn't find aliases defined in available but not currently loaded modules",PowerShell,ENHANCEMENT
"Extend Process with Environment Property",PowerShell,ENHANCEMENT
"Extend Process with CommandLine property ",PowerShell,ENHANCEMENT
"Provide simple one-time setting of environment variable",PowerShell,ENHANCEMENT
"Get-Content on FileInfo behave un-intuitive",PowerShell,ENHANCEMENT
"Suggestion: Also include parameter default values in $PSBoundParameters or provide a similar variable that does",PowerShell,ENHANCEMENT
"Microsoft.PowerShell.LocalAccounts Add support for ComputerName parameter. ",PowerShell,ENHANCEMENT
"Webcmdlets should parse the <html><head><meta charset="foo"> attribute for the correct encoding if not in http header",PowerShell,ENHANCEMENT
"[adsi] type accelerator is unavailable / throws an exception",PowerShell,ENHANCEMENT
"Suggestion: Allow placing the stop-parsing symbol (--%) before the executable name too",PowerShell,ENHANCEMENT
"Support pure C# DSL keywords in PowerShell",PowerShell,ENHANCEMENT
"Suggestion: implement Bash-style && and || control operators for chaining commands based on success / failure - short-circuiting Boolean execution-flow control operators",PowerShell,ENHANCEMENT
"Suggestion: implement null-coalescing and null-soaking",PowerShell,ENHANCEMENT
"Suggestion: implement ternary conditionals",PowerShell,ENHANCEMENT
"Feature Request: Add -Line parameter to Get-Content",PowerShell,ENHANCEMENT
"Format-Table should have parameter to display all properties of all Objects",PowerShell,ENHANCEMENT
"Support sudo <PowerShell cmdlet>",PowerShell,ENHANCEMENT
"Support for Ctrl+Z",PowerShell,ENHANCEMENT
"Implement New-ErrorRecord Cmdlet",PowerShell,ENHANCEMENT
"In ConvertFrom-Json, the max depth for deserialization is 1024, however, we should investigate if the current implementation can handle object of greater depth.",PowerShell,ENHANCEMENT
"In ConvertTo-Json the max allowed depth is 100. However, we should add code to dynamically check if we are running out of stack, and serialize objects with bigger depths.",PowerShell,ENHANCEMENT
"Web cmdlets: support compression",PowerShell,ENHANCEMENT
"DateTimeOffset should be treated as a primitive for serialization",PowerShell,ENHANCEMENT
"Send-MailMessage Excluded from Non-Windows systems",PowerShell,ENHANCEMENT
"ConvertFrom-Json should have option to produce hashtables instead of objects",PowerShell,ENHANCEMENT
"Copy-Item remotely (-tosession -fromsession) should support LiteralPath",PowerShell,ENHANCEMENT
"Feature Request: Create a preference variable to turn Off/On path normalization",PowerShell,ENHANCEMENT
"Add support for templates when creating new modules",PowerShell,ENHANCEMENT
"Add *-EnvironmentVariable cmdlets",PowerShell,ENHANCEMENT
"Suggestion :: Write-Verbose Behaviour when packaged in a module ",PowerShell,ENHANCEMENT
"autocomplete for tools",PowerShell,ENHANCEMENT
"Suggestion: Powershell should be able to Import-Module from an exe",PowerShell,ENHANCEMENT
"Implement type alias support",PowerShell,ENHANCEMENT
"MFA support for Get-Credential and PSRP",PowerShell,ENHANCEMENT
"Get-WinEvent does not read all TraceLogging event details",PowerShell,ENHANCEMENT
"Powershell -WindowStyle Hidden still shows a window briefly",PowerShell,ENHANCEMENT
"Check for invalid exported commands in Test-ModuleManifest",PowerShell,ENHANCEMENT
"Add a parallel `%` (foreach-object)",PowerShell,ENHANCEMENT
"Add support to set line breaks within a scriptblock for invoke-command",PowerShell,ENHANCEMENT
"Complete the SemanticVersion work ",PowerShell,ENHANCEMENT
"Prioritize alias when doing command completion",PowerShell,ENHANCEMENT
"Suggestion: Shortcut for piping to commands with no pipeline input",PowerShell,ENHANCEMENT
"Invoke-WebRequest / Invoke-RestMethod fails to follow HTTP redirects from HTTPS",PowerShell,ENHANCEMENT
"PowerShell should contain Export-PowershellDatafile cmdlet that safely and correctly persists property bags",PowerShell,ENHANCEMENT
"Add newline customization parameter to Set-Content ",PowerShell,ENHANCEMENT
"Add conversion from PSMethodInfo to delegate/Func<> ",PowerShell,ENHANCEMENT
"Deserialized Ordered Dictionary via Import-Clixml is not numerically indexable.",PowerShell,ENHANCEMENT
"ValidateRange should not allow iteration over invalid range values",PowerShell,ENHANCEMENT
"Add a "runspace dump" on terminating error debug option",PowerShell,ENHANCEMENT
"Add a script debugger "break on error"",PowerShell,ENHANCEMENT
"Get-Help Needs a -Module parameter to list all the help topics for the specified module",PowerShell,ENHANCEMENT
"Enable Catch by FullyQualifiedErrorID",PowerShell,ENHANCEMENT
"Suggestion: Export-PowerShellDataFile CmdLet",PowerShell,ENHANCEMENT
"Get-Service cmdlets needs a Credential parameter",PowerShell,ENHANCEMENT
"Get-Process $pid should suggest using -Id $pid",PowerShell,ENHANCEMENT
"Allow a mechanism to ERROR out if there are uninitialized variables in a script",PowerShell,ENHANCEMENT
"Debug: Should be able to SET NEXT LINE to execute",PowerShell,ENHANCEMENT
"Need Get-ComputerInfo on Linux",PowerShell,ENHANCEMENT
"Invoke-Command should support -StrictMode",PowerShell,ENHANCEMENT
"Get-AuthenticodeSignature should support an explicit catalog path.",PowerShell,ENHANCEMENT
"Add ability to turn experimental features on/off",PowerShell,ENHANCEMENT
"Need DSL for format and type data",PowerShell,ENHANCEMENT
"Windows PowerShell inherits PSModulePath from PowerShell Core",PowerShell,ENHANCEMENT
"Improve formatting of timespan",PowerShell,ENHANCEMENT
"Improve Set-PSBreakpoint to support -HitCount parameter",PowerShell,ENHANCEMENT
